uni,major,minor,course,fee,success_rate,round1,round2,round3,round4,lat,lon
สถาบันเทคโนโลยีจิตรลดา,คณะเทคโนโลยีดิจิทัล,วิศวกรรมคอมพิวเตอร์,วิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมคอมพิวเตอร์ (ภาษาไทย ปกติ),252000,0,30,30,40,0,13.767,100.5101
มหาวิทยาลัยสงขลานครินทร์,คณะวิทยาศาสตร์และเทคโนโลยีอุตสาหกรรม,วิศวกรรมอุตสาหการ,วศ.บ. การจัดการงานวิศวกรรม (ภาษาไทย ปกติ) วิทยาเขต สุราษฎร์ธานี,144000,0,692,103,20,50,7.0085,100.4741
มหาวิทยาลัยสงขลานครินทร์,วิทยาลัยการคอมพิวเตอร์,วิศวกรรมปัญญาประดิษฐ์,วศ.บ. วิศวกรรมปัญญาประดิษฐ์และระบบอัจฉริยะ (ภาษาไทย ปกติ) วิทยาเขต ภูเก็ต,304000,0,188,75,60,60,7.0085,100.4741
มหาวิทยาลัยสงขลานครินทร์,วิทยาลัยการคอมพิวเตอร์,วิศวกรรมคอมพิวเตอร์,วศ.บ. วิศวกรรมดิจิทัล (หลักสูตรนานาชาติ) (นานาชาติ) วิทยาเขต ภูเก็ต,384000,0,333,150,80,135,7.0085,100.4741
มหาวิทยาลัยสงขลานครินทร์,วิทยาลัยนานาชาติ วิทยาเขตหาดใหญ่,วิศวกรรมวัสดุ,วศ.บ. วิศวกรรมและการจัดการอุตสาหกรรมยาง (หลักสูตรนานาชาติ) (นานาชาติ) วิทยาเขต หาดใหญ่,288000,80,72,74,20,24,7.0085,100.4741
มหาวิทยาลัยแม่ฟ้าหลวง,เทคโนโลยีสารสนเทศ,วิศวกรรมไฟฟ้าสื่อสาร วิศวกรรมโทรคมนาคม,วศ.บ. วิศวกรรมดิจิทัลและการสื่อสาร (จัดการเรียนการสอนและสอนเป็นภาษาอังกฤษตลอดหลักสูตร) (ภาษาไทย ปกติ),224000,0,64,73,170,60,20.0258,99.8953
มหาวิทยาลัยแม่ฟ้าหลวง,เทคโนโลยีสารสนเทศ,วิศวกรรมซอฟต์แวร์,วศ.บ. วิศวกรรมซอฟต์แวร์ (จัดการเรียนการสอนและสอนเป็นภาษาอังกฤษตลอดหลักสูตร) (ภาษาไทย ปกติ),240000,0,44,33,70,0,20.0258,99.8953
มหาวิทยาลัยแม่ฟ้าหลวง,เทคโนโลยีสารสนเทศ,วิศวกรรมคอมพิวเตอร์,วศ.บ. วิศวกรรมคอมพิวเตอร์ (จัดการเรียนการสอนและสอนเป็นภาษาอังกฤษตลอดหลักสูตร) (ภาษาไทย ปกติ),224000,0,171,80,80,0,20.0258,99.8953
มหาวิทยาลัยแม่ฟ้าหลวง,วิทยาศาสตร์,วิศวกรรมวัสดุ,วศ.บ. วิศวกรรมวัสดุ (จัดการเรียนการสอนและสอนเป็นภาษาอังกฤษตลอดหลักสูตร) (ภาษาไทย ปกติ),240000,0,61,70,60,40,20.0258,99.8953
มหาวิทยาลัยแม่โจ้,วิทยาลัยพลังงานทดแทน,วิศวกรรมพลังงาน,วิศวกรรมพลังงาน (วิชาเอกวิศวกรรมนวัตกรรมการจัดการพลังงาน) (ภาษาไทย ปกติ) วิทยาเขต วิทยาเขตเชียงใหม่,0,0,25,10,100,11,18.935,98.948
มหาวิทยาลัยแม่โจ้,วิทยาลัยพลังงานทดแทน,วิศวกรรมพลังงาน,วิศวกรรมพลังงาน (วิชาเอกวิศวกรรมพลังงานทดแทน) (ภาษาไทย ปกติ) วิทยาเขต วิทยาเขตเชียงใหม่,0,0,25,10,100,0,18.935,98.948
มหาวิทยาลัยมหิดล,วิทยาเขตกาญจนบุรี,วิศวกรรมสิ่งแวดล้อม,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมสิ่งแวดล้อมและการจัดการภัยพิบัติ (ภาษาไทย ปกติ) วิทยาเขต กาญจนบุรี,200000,100,40,30,30,20,13.7925,100.3233
มหาวิทยาลัยพะเยา,คณะสาธารณสุขศาสตร์,วิศวกรรมสิ่งแวดล้อม,การจัดการศึกษาหลักสูตรควบระดับปริญญาตรี 2 ปริญญา (หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาอาชีวอนามัยและความปลอดภัย และหลักสูตรวิศวกรรมศาตรบัณฑิต สาขาวิชาวิศวกรรมสิ่งแวดล้อม) (Double Degree - ภาษาไทย ปกติ),512,0,10,10,15,0,19.0294,99.8955
มหาวิทยาลัยพะเยา,คณะพลังงานและสิ่งแวดล้อม,วิศวกรรมสิ่งแวดล้อม,การจัดการศึกษาหลักสูตรระดับปริญญาตรีควบปริญญาโท (หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมสิ่งแวดล้อม และหลักสูตรวิศวกรรมศาสตรมหาบัณฑิต สาขาวิชาวิศวกรรมสิ่งแวดล้อม) (Double Degree - ภาษาไทย ปกติ),512,0,10,10,20,0,19.0294,99.8955
มหาวิทยาลัยพะเยา,คณะพลังงานและสิ่งแวดล้อม,วิศวกรรมสิ่งแวดล้อม,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมสิ่งแวดล้อม (ภาษาไทย ปกติ),512,0,40,40,50,20,19.0294,99.8955
มหาวิทยาลัยพะเยา,คณะเทคโนโลยีสารสนเทศและการสื่อสาร,วิศวกรรมซอฟต์แวร์,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมซอฟต์แวร์ (ภาษาไทย ปกติ),512,0,50,30,20,0,19.0294,99.8955
มหาวิทยาลัยพะเยา,คณะเทคโนโลยีสารสนเทศและการสื่อสาร,วิศวกรรมคอมพิวเตอร์,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมคอมพิวเตอร์ (ภาษาไทย ปกติ),512,0,50,20,20,0,19.0294,99.8955
มหาวิทยาลัยบูรพา,คณะวิทยาการสารสนเทศ,วิศวกรรมซอฟต์แวร์,หลักสูตรวิทยาศาสตรบัณฑิต (วท.บ.) สาขาวิชาวิศวกรรมซอฟต์แวร์ ภาคปกติ (ภาษาไทย ปกติ),0,0,45,55,25,0,13.2822,100.9267
มหาวิทยาลัยนวมินทราธิราช,วิทยาศาสตร์และเทคโนโลยีสุขภาพ,วิศวกรรมชีวการแพทย์,วิทยาศาสตรบัณฑิต สาขาวิชาเทคโนโลยีเครื่องมือแพทย์และห้องผ่าตัด (ภาษาไทย ปกติ),240000,100,30,0,25,0,13.7514,100.4941
มหาวิทยาลัยนครพนม,วิทยาลัยธาตุพนม,วิศวกรรมพลังงาน,วิศวกรรมศาสตรบัณฑิต สาขาวิชาสาขาวิชาวิศวกรรมพลังงาน (ภาษาไทย ปกติ),520000,90,30,30,30,0,17.4065,104.7813
มหาวิทยาลัยนครพนม,วิทยาลัยเทคโนโลยีอุตสาหกรรมศรีสงคราม,วิศวกรรมหุ่นยนต์,อุตสาหกรรมศาสตรบัณฑิต สาขาวิชาสาขาวิชาหุ่นยนต์อุตสาหกรรมและระบบอัตโนมัติ (ภาษาไทย ปกติ),100000,0,30,30,30,0,17.4065,104.7813
มหาวิทยาลัยธรรมศาสตร์,สถาบันเทคโนโลยีนานาชาติสิรินธร,วิศวกรรมอุตสาหการ,วศ.บ.สาขาวิชาวิศวกรรมอุตสาหการและระบบโลจิสติกส์ส์อัจฉริยะ (หลักสูตรนานาชาติ) (SIIT) (นานาชาติ) วิทยาเขต ศูนย์รังสิต,99200,91,20,3,20,4,14.0737,100.6069
มหาวิทยาลัยธรรมศาสตร์,สถาบันเทคโนโลยีนานาชาติสิรินธร,วิศวกรรมโยธา,วศ.บ.สาขาวิชาวิศวกรรมโยธา (หลักสูตรนานาชาติ) (SIIT) (นานาชาติ) วิทยาเขต ศูนย์รังสิต,99200,91,20,3,10,4,14.0737,100.6069
มหาวิทยาลัยธรรมศาสตร์,สถาบันเทคโนโลยีนานาชาติสิรินธร,วิศวกรรมไฟฟ้า,วศ.บ.สาขาวิชาวิศวกรรมไฟฟ้า (หลักสูตรนานาชาติ) (SIIT) (นานาชาติ) วิทยาเขต ศูนย์รังสิต,99200,91,20,3,15,4,14.0737,100.6069
มหาวิทยาลัยธรรมศาสตร์,สถาบันเทคโนโลยีนานาชาติสิรินธร,วิศวกรรมเครื่องกล,วศ.บ.สาขาวิชาวิศวกรรมเครื่องกล (หลักสูตรนานาชาติ) (SIIT) (นานาชาติ) วิทยาเขต ศูนย์รังสิต,99200,91,20,3,10,4,14.0737,100.6069
มหาวิทยาลัยธรรมศาสตร์,สถาบันเทคโนโลยีนานาชาติสิรินธร,วิศวกรรมเคมี,วศ.บ.สาขาวิชาวิศวกรรมเคมี (หลักสูตรนานาชาติ) (SIIT) (นานาชาติ) วิทยาเขต ศูนย์รังสิต,99200,91,20,3,20,4,14.0737,100.6069
มหาวิทยาลัยธรรมศาสตร์,สถาบันเทคโนโลยีนานาชาติสิรินธร,วิศวกรรมคอมพิวเตอร์,วศ.บ.สาขาวิชาวิศวกรรมดิจิทัล และวิศวกรรมคอมพิวเตอร์ (หลักสูตรนานาชาติ) (SIIT) (นานาชาติ) วิทยาเขต ศูนย์รังสิต,99200,91,139,50,35,15,14.0737,100.6069
มหาวิทยาลัยธรรมศาสตร์,สถาบันเทคโนโลยีนานาชาติสิรินธร,วิศวกรรมทั่วไป,วศ.บ.สาขาวิชาวิศวกรรมไฟฟ้า วิศวกรรมโยธา วิศวกรรมเครื่องกล วิศวกรรมเคมี วิศวกรรมอุตสาหการ และโลจิสติกส์อัจฉริยะ (หลักสูตรนานาชาติ) (SIIT) (นานาชาติ) วิทยาเขต ศูนย์รังสิต,99200,91,104,44,110,20,14.0737,100.6069
มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าพระนครเหนือ,คณะเทคโนโลยีและการจัดการอุตสาหกรรม,วิศวกรรมอุตสาหการ,วศ.บ.วิศวกรรมอุตสาหการและการจัดการ (ภาษาไทย ปกติ) วิทยาเขต ปราจีนบุรี,200000,0,442,160,30,40,13.8234,100.5135
มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าพระนครเหนือ,คณะเทคโนโลยีและการจัดการอุตสาหกรรม,วิศวกรรมสารสนเทศ,วศ.บ.วิศวกรรมสารสนเทศและเครือข่าย (ภาษาไทย ปกติ) วิทยาเขต ปราจีนบุรี,200000,0,312,115,30,30,13.8234,100.5135
มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าพระนครเหนือ,คณะเทคโนโลยีและการจัดการอุตสาหกรรม,วิศวกรรมเกษตร,วศ.บ.วิศวกรรมเกษตรและอาหาร (ภาษาไทย ปกติ) วิทยาเขต ปราจีนบุรี,152000,0,522,200,40,60,13.8234,100.5135
มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าพระนครเหนือ,คณะวิทยาศาสตร์ประยุกต์,วิศวกรรมอิเล็กทรอนิกส์,วศ.บ.วิศวกรรมไมโครอิเล็กทรอนิกส์ (ภาษาไทย ปกติ) วิทยาเขต กรุงเทพฯ,200000,0,26,13,40,5,13.8234,100.5135
มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าพระนครเหนือ,คณะวิทยาศาสตร์ประยุกต์,วิศวกรรมชีวการแพทย์,วศ.บ.วิศวกรรมชีวการแพทย์ (ภาษาไทย พิเศษ) วิทยาเขต กรุงเทพฯ,240000,0,0,10,20,5,13.8234,100.5135
มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าพระนครเหนือ,คณะวิทยาศาสตร์ประยุกต์,วิศวกรรมชีวการแพทย์,วศ.บ.วิศวกรรมชีวการแพทย์ (ภาษาไทย ปกติ) วิทยาเขต กรุงเทพฯ,200000,0,24,13,25,0,13.8234,100.5135
มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าพระนครเหนือ,วิทยาลัยเทคโนโลยีอุตสาหกรรม,วิศวกรรมอุตสาหการ,วศ.บ.เทคโนโลยีวิศวกรรมอุตสาหการ สาขาวิชาการจัดการกระบวนการผลิต (ภาษาไทย ปกติ) วิทยาเขต กรุงเทพฯ,200000,0,50,99,10,0,13.8234,100.5135
มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าพระนครเหนือ,วิทยาลัยเทคโนโลยีอุตสาหกรรม,วิศวกรรมอุตสาหการ,วศ.บ.เทคโนโลยีวิศวกรรมอุตสาหการ สาขาวิชาการออกแบบผลิตภัณฑ์และการผลิต (ภาษาไทย ปกติ) วิทยาเขต กรุงเทพฯ,200000,0,50,99,10,0,13.8234,100.5135
มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าพระนครเหนือ,วิทยาลัยเทคโนโลยีอุตสาหกรรม,วิศวกรรมอิเล็กทรอนิกส์,วศ.บ.เทคโนโลยีวิศวกรรมอิเล็กทรอนิกส์ สาขาวิชาการกระจายเสียงวิทยุและโทรทัศน์ (ภาษาไทย ปกติ) วิทยาเขต กรุงเทพฯ,200000,0,34,34,5,0,13.8234,100.5135
มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าพระนครเหนือ,วิทยาลัยเทคโนโลยีอุตสาหกรรม,วิศวกรรมอิเล็กทรอนิกส์,วศ.บ.เทคโนโลยีวิศวกรรมอิเล็กทรอนิกส์ สาขาวิชาเครื่องมือวัดและควบคุม (ภาษาไทย ปกติ) วิทยาเขต กรุงเทพฯ,200000,0,29,34,5,0,13.8234,100.5135
มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าพระนครเหนือ,วิทยาลัยเทคโนโลยีอุตสาหกรรม,วิศวกรรมอิเล็กทรอนิกส์,วศ.บ.เทคโนโลยีวิศวกรรมอิเล็กทรอนิกส์ สาขาวิชาคอมพิวเตอร์ (ภาษาไทย ปกติ) วิทยาเขต กรุงเทพฯ,200000,0,29,34,5,0,13.8234,100.5135
มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าพระนครเหนือ,วิทยาลัยเทคโนโลยีอุตสาหกรรม,วิศวกรรมอิเล็กทรอนิกส์,วศ.บ.เทคโนโลยีวิศวกรรมอิเล็กทรอนิกส์ สาขาวิชาโทรคมนาคม (ภาษาไทย ปกติ) วิทยาเขต กรุงเทพฯ,200000,0,29,34,5,0,13.8234,100.5135
มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าพระนครเหนือ,วิทยาลัยเทคโนโลยีอุตสาหกรรม,วิศวกรรมอากาศยาน,วศ.บ.เทคโนโลยีวิศวกรรมซ่อมบำรุงอากาศยาน (ภาษาไทย ปกติ) วิทยาเขต กรุงเทพฯ,200000,0,58,50,0,0,13.8234,100.5135
มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าพระนครเหนือ,วิทยาลัยเทคโนโลยีอุตสาหกรรม,วิศวกรรมวัสดุ,วศ.บ.เทคโนโลยีวิศวกรรมพอลิเมอร์และอุตสาหกรรมยาง (ภาษาไทย ปกติ) วิทยาเขต กรุงเทพฯ,200000,0,49,46,20,0,13.8234,100.5135
มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าพระนครเหนือ,วิทยาลัยเทคโนโลยีอุตสาหกรรม,วิศวกรรมโยธา,วศ.บ.วิศวกรรมโยธาและเทคโนโลยี (ภาษาไทย ปกติ) วิทยาเขต กรุงเทพฯ,200000,0,80,43,0,0,13.8234,100.5135
มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าพระนครเหนือ,วิทยาลัยเทคโนโลยีอุตสาหกรรม,วิศวกรรมยานยนต์,วศ.บ.เทคโนโลยีวิศวกรรมยานยนต์ (ภาษาไทย ปกติ) วิทยาเขต กรุงเทพฯ,200000,0,58,50,0,0,13.8234,100.5135
มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าพระนครเหนือ,วิทยาลัยเทคโนโลยีอุตสาหกรรม,วิศวกรรมเมคคาทรอนิกส์,วศ.บ.เทคโนโลยีวิศวกรรมแมคคาทรอนิกส์ (ภาษาไทย ปกติ) วิทยาเขต กรุงเทพฯ,200000,0,108,76,0,0,13.8234,100.5135
มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าพระนครเหนือ,วิทยาลัยเทคโนโลยีอุตสาหกรรม,วิศวกรรมไฟฟ้า,วศ.บ.เทคโนโลยีวิศวกรรมไฟฟ้าและอิเล็กทรอนิกส์กำลัง สาขาวิชาวิศวกรรมควบคุม (ภาษาไทย ปกติ) วิทยาเขต กรุงเทพฯ,200000,0,26,19,0,0,13.8234,100.5135
มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าพระนครเหนือ,วิทยาลัยเทคโนโลยีอุตสาหกรรม,วิศวกรรมไฟฟ้า,วศ.บ.เทคโนโลยีวิศวกรรมไฟฟ้าและอิเล็กทรอนิกส์กำลัง สาขาวิชาวิศวกรรมอิเล็กทรอนิกส์กำลัง (ภาษาไทย ปกติ) วิทยาเขต กรุงเทพฯ,200000,0,48,39,0,0,13.8234,100.5135
มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าพระนครเหนือ,วิทยาลัยเทคโนโลยีอุตสาหกรรม,วิศวกรรมเครื่องกล,วศ.บ.เทคโนโลยีวิศวกรรมการทำความเย็นและปรับอากาศ (ภาษาไทย ปกติ) วิทยาเขต กรุงเทพฯ,200000,0,83,55,10,0,13.8234,100.5135
มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าพระนครเหนือ,วิทยาลัยเทคโนโลยีอุตสาหกรรม,วิศวกรรมเครื่องกล,วศ.บ.เทคโนโลยีวิศวกรรมการออกแบบและผลิตเครื่องจักรกล สาขาวิชาออกแบบผลิตภัณฑ์เครื่องกล (ภาษาไทย ปกติ) วิทยาเขต กรุงเทพฯ,200000,0,33,46,0,0,13.8234,100.5135
มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าพระนครเหนือ,วิทยาลัยเทคโนโลยีอุตสาหกรรม,วิศวกรรมเครื่องกล,วศ.บ.เทคโนโลยีวิศวกรรมการออกแบบและผลิตเครื่องจักรกล สาขาวิชาสร้างเครื่องจักรกล (ภาษาไทย ปกติ) วิทยาเขต กรุงเทพฯ,200000,0,32,46,5,0,13.8234,100.5135
มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าพระนครเหนือ,วิทยาลัยเทคโนโลยีอุตสาหกรรม,วิศวกรรมเครื่องกล,วศ.บ.เทคโนโลยีวิศวกรรมการเชื่อม (ภาษาไทย ปกติ) วิทยาเขต กรุงเทพฯ,200000,0,51,58,15,0,13.8234,100.5135
มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าพระนครเหนือ,วิทยาลัยเทคโนโลยีอุตสาหกรรม,วิศวกรรมเครื่องกล,วศ.บ.เทคโนโลยีวิศวกรรมแม่พิมพ์และเครื่องมือ (ภาษาไทย ปกติ) วิทยาเขต กรุงเทพฯ,200000,0,58,86,0,0,13.8234,100.5135
มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าพระนครเหนือ,คณะครุศาสตร์อุตสาหกรรม,วิศวกรรมโยธา,วศ.บ.วิศวกรรมโยธาและการศึกษา (หลักสูตร 5 ปี) (ภาษาไทย ปกติ) วิทยาเขต กรุงเทพฯ,200000,0,60,28,5,2,13.8234,100.5135
มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าพระนครเหนือ,คณะครุศาสตร์อุตสาหกรรม,วิศวกรรมไฟฟ้า,วศ.บ.วิศวกรรมไฟฟ้าและการศึกษา (หลักสูตร 5 ปี) สาขาวิชาวิศวกรรมอิเล็กทรอนิกส์และโทรคมนาคม (ภาษาไทย ปกติ) วิทยาเขต กรุงเทพฯ,200000,0,25,8,0,11,13.8234,100.5135
มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าพระนครเหนือ,คณะครุศาสตร์อุตสาหกรรม,วิศวกรรมไฟฟ้า,วศ.บ.วิศวกรรมไฟฟ้าและการศึกษา (หลักสูตร 5 ปี) สาขาวิชาวิศวกรรมระบบไฟฟ้ากำลังและระบบควบคุม (ภาษาไทย ปกติ) วิทยาเขต กรุงเทพฯ,200000,0,50,13,0,0,13.8234,100.5135
มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าธนบุรี,วิทยาลัยสหวิทยาการ,วิศวกรรมปัญญาประดิษฐ์,วศ.บ.4 ปี  - วิศวกรรมระบบอัจฉริยะ- วศ.บ.4 ปี(พื้นที่การศึกษาราชบุรี) (ภาษาไทย ปกติ) วิทยาเขต บางมด,0,0,40,121,40,0,13.652,100.4941
มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าธนบุรี,สถาบันวิทยาการหุ่นยนต์ภาคสนาม,วิศวกรรมหุ่นยนต์,วศ.บ.สาขาวิศวกรรมหุ่นยนต์และระบบอัตโนมัติ (ภาษาไทย ปกติ) วิทยาเขต บางมด,0,0,73,38,10,5,13.652,100.4941
มหาวิทยาลัยเชียงใหม่,วิทยาลัยนานาชาตินวัตกรรมดิจิทัล,วิศวกรรมซอฟต์แวร์,วท.บ.นวัตกรรมดิจิทัล (นานาชาติ) วิทยาเขต วิทยาเขตหลัก,440000,36,90,119,10,25,18.7961,98.9523
มหาวิทยาลัยเชียงใหม่,วิทยาลัยศิลปะสื่อและเทคโนโลยี,วิศวกรรมซอฟต์แวร์,วท.บ.ดิจิทัลเกม (สองภาษา/สามภาษา) วิทยาเขต วิทยาเขตหลัก,304000,0,45,20,4,0,18.7961,98.9523
มหาวิทยาลัยเชียงใหม่,วิทยาลัยศิลปะสื่อและเทคโนโลยี,วิศวกรรมซอฟต์แวร์,วท.บ.วิศวกรรมซอฟต์แวร์ (นานาชาติ) วิทยาเขต วิทยาเขตหลัก,320000,0,25,25,16,0,18.7961,98.9523
มหาวิทยาลัยเกษตรศาสตร์,คณะพาณิชยนาวีนานาชาติ,วิศวกรรมต่อเรือและเครื่องกลเรือ,วศ.บ. สาขาวิชาวิศวกรรมเครื่องกลเรือ (ภาษาไทย ปกติ) วิทยาเขต ศรีราชา,0,0,54,40,30,20,13.8468,100.5697
มหาวิทยาลัยเกษตรศาสตร์,คณะพาณิชยนาวีนานาชาติ,วิศวกรรมต่อเรือและเครื่องกลเรือ,วศ.บ. สาขาวิชาวิศวกรรมต่อเรือและวิศวกรรมสมุทรศาสตร์ (ภาษาไทย ปกติ) วิทยาเขต ศรีราชา,0,0,42,32,30,22,13.8468,100.5697
มหาวิทยาลัยเกษตรศาสตร์,วิทยาลัยการชลประทาน,วิศวกรรมโยธา,วศ.บ. สาขาวิชาวิศวกรรมโยธา-ชลประทาน (ภาษาไทย ปกติ) วิทยาเขต บางเขน,0,0,40,30,35,0,13.8468,100.5697
มหาวิทยาลัยเทคโนโลยีราชมงคลศรีวิชัย,คณะครุศาสตร์อุตสาหกรรมและเทคโนโลยี,เครื่องกล,ค.อ.บ. วิศวกรรมแมคคาทรอนิกส์ (ภาษาไทย ปกติ) วิทยาเขต สงขลา,102000,95,0,0,1,0,7.0085,100.475
มหาวิทยาลัยเทคโนโลยีราชมงคลธัญบุรี,คณะครุศาสตร์อุตสาหกรรม,อุตสาหการ,วิศวกรรมอุตสาหการ (ภาษาไทย ปกติ),112000,90,10,10,5,10,14.0272,100.7752
มหาวิทยาลัยเทคโนโลยีราชมงคลธัญบุรี,คณะครุศาสตร์อุตสาหกรรม,อิเล็กทรอนิกส์,วิศวกรรมอิเล็กทรอนิกส์และระบบอัตโนมัติ (ภาษาไทย ปกติ),112000,90,2,2,1,1,14.0272,100.7752
มหาวิทยาลัยเทคโนโลยีราชมงคลธัญบุรี,คณะครุศาสตร์อุตสาหกรรม,ไฟฟ้า,วิศวกรรมไฟฟ้า (ภาษาไทย ปกติ),112000,90,2,2,0,7,14.0272,100.7752
มหาวิทยาลัยเทคโนโลยีราชมงคลธัญบุรี,คณะครุศาสตร์อุตสาหกรรม,เครื่องกล,วิศวกรรมเครื่องกล (ภาษาไทย ปกติ),112000,90,2,2,0,2,14.0272,100.7752
มหาวิทยาลัยเทคโนโลยีราชมงคลธัญบุรี,คณะครุศาสตร์อุตสาหกรรม,คอมพิวเตอร์,วิศวกรรมคอมพิวเตอร์ (ภาษาไทย ปกติ),112000,90,7,2,2,1,14.0272,100.7752
มหาวิทยาลัยเทคโนโลยีราชมงคลกรุงเทพ,คณะครุศาสตร์อุตสาหกรรม,เครื่องกล,ค.อ.บ. (วิศวกรรมเครื่องกล) (ภาษาไทย ปกติ),89600,0,40,40,20,20,13.726,100.5167
มหาวิทยาลัยเทคโนโลยีราชมงคลกรุงเทพ,คณะครุศาสตร์อุตสาหกรรม,เทคโนโลยีอุตสาหการ การผลิต,อส.บ. (เทคโนโลยีวิศวกรรมอุตสาหการสมัยใหม่) สาขาวิชาวิชาเอกวิศวกรรมเครื่องกลและพลังงาน (ภาษาไทย ปกติ),89600,0,40,40,20,10,13.726,100.5167
มหาวิทยาลัยเทคโนโลยีราชมงคลกรุงเทพ,คณะครุศาสตร์อุตสาหกรรม,เทคโนโลยีอุตสาหการ การผลิต,อส.บ. (เทคโนโลยีวิศวกรรมอุตสาหการสมัยใหม่) สาขาวิชาวิชาเอกเทคโนโลยีโลหการและนวัตกรรมวัสดุ (ภาษาไทย ปกติ),89600,0,30,15,20,10,13.726,100.5167
มหาวิทยาลัยเทคโนโลยีราชมงคลกรุงเทพ,คณะครุศาสตร์อุตสาหกรรม,เทคโนโลยีอุตสาหการ การผลิต,อส.บ. (เทคโนโลยีวิศวกรรมอุตสาหการสมัยใหม่) สาขาวิชาวิชาเอกวิศวกรรมการผลิต (ภาษาไทย ปกติ),89600,0,30,15,20,10,13.726,100.5167
มหาวิทยาลัยราชภัฏพระนคร,คณะเทคโนโลยีอุตสาหกรรม,เทคโนโลยีโยธา ก่อสร้าง,วท.บ.4 ปี เทคโนโลยีวิศวกรรมโยธา (ภาษาไทย ปกติ),96000,70,4,4,4,10,13.8323,100.5687
มหาวิทยาลัยราชภัฏจันทรเกษม,วิทยาศาสตร์,เทคโนโลยีอุตสาหการ การผลิต,วิศวกรรมการผลิตและการจัดการพลังงาน (วท.บ) (ภาษาไทย ปกติ),84800,80,5,10,5,0,13.8204,100.5731
มหาวิทยาลัยราชภัฏจันทรเกษม,วิทยาศาสตร์,เทคโนโลยีโยธา ก่อสร้าง,วิศวกรรมโยธาและบริหารงานก่อสร้าง (วท.บ) (ภาษาไทย ปกติ),87200,80,10,10,10,0,13.8204,100.5731
สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,คณะอุตสาหกรรมอาหาร,อุตสาหกรรมเกษตร,วท.บ. วิศวกรรมแปรรูปอาหาร วศ.บ. วิศวกรรมอุตสาหการ หลักสูตรสองปริญญา (Double Degree - ภาษาไทย ปกติ) วิทยาเขต ลาดกระบัง,320000,0,10,9,15,0,13.7293,100.7797
สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,คณะอุตสาหกรรมอาหาร,อุตสาหกรรมเกษตร,วท.บ. วิศวกรรมแปรรูปอาหาร (ภาษาไทย ปกติ) วิทยาเขต ลาดกระบัง,168000,0,32,32,80,0,13.7293,100.7797
สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,คณะวิทยาศาสตร์,ฟิสิกส์,วท.บ. ฟิสิกส์อุตสาหกรรม และ วศ.บ. วิศวกรรมระบบไอโอทีและสารสนเทศ (หลักสูตรสองปริญญา) (Double Degree - ภาษาไทย ปกติ) วิทยาเขต ลาดกระบัง,320000,0,25,10,10,5,13.7293,100.7797
สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,คณะวิทยาศาสตร์,เคมี,วท.บ. เคมีวิศวกรรมและอุตสาหกรรม (หลักสูตรนานาชาติ) (นานาชาติ) วิทยาเขต ลาดกระบัง,600000,0,65,55,45,0,13.7293,100.7797
