uni,major,minor,course,fee,success_rate,round1,round2,round3,round4,lat,lon
มหาวิทยาลัยเกษตรศาสตร์,คณะวิศวกรรมศาสตร์ ศรีราชา,วิศวกรรมอุตสาหการ,วศ.บ. สาขาวิชาวิศวกรรมระบบการผลิตดิจิทัล (ภาษาต่างประเทศ) วิทยาเขต ศรีราชา,0,0,13,92,40,35,13.8468,100.5697
มหาวิทยาลัยเกษตรศาสตร์,คณะวิศวกรรมศาสตร์ ศรีราชา,วิศวกรรมอุตสาหการ,วศ.บ. สาขาวิชาวิศวกรรมอุตสาหการและระบบ (ภาษาไทย ปกติ) วิทยาเขต ศรีราชา,0,0,50,72,10,15,13.8468,100.5697
มหาวิทยาลัยเกษตรศาสตร์,คณะวิศวกรรมศาสตร์ ศรีราชา,วิศวกรรมอิเล็กทรอนิกส์,วศ.บ. สาขาวิชาวิศวกรรมดิจิทัลและอิเล็กทรอนิกส์อัจฉริยะ (ภาษาไทย ปกติ) วิทยาเขต ศรีราชา,0,0,14,73,55,0,13.8468,100.5697
มหาวิทยาลัยเกษตรศาสตร์,คณะวิศวกรรมศาสตร์ ศรีราชา,วิศวกรรมหุ่นยนต์,วศ.บ. สาขาวิชาวิศวกรรมหุ่นยนต์และระบบอัตโนมัติ (นานาชาติ) วิทยาเขต ศรีราชา,0,0,25,72,32,4,13.8468,100.5697
มหาวิทยาลัยเกษตรศาสตร์,คณะวิศวกรรมศาสตร์ ศรีราชา,วิศวกรรมโยธา,วศ.บ. สาขาวิชาวิศวกรรมโยธา (ภาษาไทย ปกติ) วิทยาเขต ศรีราชา,0,0,20,72,15,0,13.8468,100.5697
มหาวิทยาลัยเกษตรศาสตร์,คณะวิศวกรรมศาสตร์ ศรีราชา,วิศวกรรมยานยนต์,วศ.บ. สาขาวิชาวิศวกรรมยานยนต์ (นานาชาติ) วิทยาเขต ศรีราชา,0,0,24,73,35,25,13.8468,100.5697
มหาวิทยาลัยเกษตรศาสตร์,คณะวิศวกรรมศาสตร์ ศรีราชา,วิศวกรรมไฟฟ้า,วศ.บ. สาขาวิชาวิศวกรรมไฟฟ้าและอิเล็กทรอนิกส์ (ภาษาไทย ปกติ) วิทยาเขต ศรีราชา,0,0,49,73,35,5,13.8468,100.5697
มหาวิทยาลัยเกษตรศาสตร์,คณะวิศวกรรมศาสตร์ ศรีราชา,วิศวกรรมเครื่องกล,วศ.บ. สาขาวิชาวิศวกรรมเครื่องกลและการออกแบบ (ภาษาไทย ปกติ) วิทยาเขต ศรีราชา,0,0,46,72,25,0,13.8468,100.5697
มหาวิทยาลัยเกษตรศาสตร์,คณะวิศวกรรมศาสตร์ ศรีราชา,วิศวกรรมคอมพิวเตอร์,วศ.บ. สาขาวิชาวิศวกรรมคอมพิวเตอร์และสารสนเทศศาสตร์ (ภาษาไทย ปกติ) วิทยาเขต ศรีราชา,0,0,54,83,35,15,13.8468,100.5697
มหาวิทยาลัยเกษตรศาสตร์,คณะวิศวกรรมศาสตร์ กำแพงแสน,วิศวกรรมอุตสาหการ,วศ.บ. สาขาวิชาวิศวกรรมอุตสาหการ-โลจิสติกส์ (ภาษาไทย ปกติ) วิทยาเขต กำแพงแสน,0,0,34,38,18,0,13.8468,100.5697
มหาวิทยาลัยเกษตรศาสตร์,คณะวิศวกรรมศาสตร์ กำแพงแสน,วิศวกรรมอาหาร,วศ.บ. สาขาวิชาวิศวกรรมอาหาร (ภาษาไทย ปกติ) วิทยาเขต กำแพงแสน,0,0,31,22,33,0,13.8468,100.5697
มหาวิทยาลัยเกษตรศาสตร์,คณะวิศวกรรมศาสตร์ กำแพงแสน,วิศวกรรมโยธา,วศ.บ. สาขาวิชาวิศวกรรมโยธา-โครงสร้างพื้นฐาน (ภาษาไทย พิเศษ) วิทยาเขต กำแพงแสน,0,0,15,18,40,4,13.8468,100.5697
มหาวิทยาลัยเกษตรศาสตร์,คณะวิศวกรรมศาสตร์ กำแพงแสน,วิศวกรรมโยธา,วศ.บ. สาขาวิชาวิศวกรรมโยธา-โครงสร้างพื้นฐาน (ภาษาไทย ปกติ) วิทยาเขต กำแพงแสน,0,0,20,23,20,0,13.8468,100.5697
มหาวิทยาลัยเกษตรศาสตร์,คณะวิศวกรรมศาสตร์ กำแพงแสน,วิศวกรรมโยธา,วศ.บ. สาขาวิชาวิศวกรรมโยธา-ชลประทาน (ภาษาไทย ปกติ) วิทยาเขต กำแพงแสน,0,0,50,20,23,0,13.8468,100.5697
มหาวิทยาลัยเกษตรศาสตร์,คณะวิศวกรรมศาสตร์ กำแพงแสน,วิศวกรรมเครื่องกล,วศ.บ. สาขาวิชาวิศวกรรมเครื่องกล-เกษตร (ภาษาไทย ปกติ) วิทยาเขต กำแพงแสน,0,0,33,18,35,5,13.8468,100.5697
มหาวิทยาลัยเกษตรศาสตร์,คณะวิศวกรรมศาสตร์ กำแพงแสน,วิศวกรรมเครื่องกล,วศ.บ. สาขาวิชาวิศวกรรมเครื่องกล (ภาษาไทย พิเศษ) วิทยาเขต กำแพงแสน,0,0,20,27,37,22,13.8468,100.5697
มหาวิทยาลัยเกษตรศาสตร์,คณะวิศวกรรมศาสตร์ กำแพงแสน,วิศวกรรมเครื่องกล,วศ.บ. สาขาวิชาวิศวกรรมเครื่องกล (ภาษาไทย ปกติ) วิทยาเขต กำแพงแสน,0,0,30,35,27,0,13.8468,100.5697
มหาวิทยาลัยเกษตรศาสตร์,คณะวิศวกรรมศาสตร์ กำแพงแสน,วิศวกรรมคอมพิวเตอร์,วศ.บ. สาขาวิชาวิศวกรรมคอมพิวเตอร์ (ภาษาไทย ปกติ) วิทยาเขต กำแพงแสน,0,0,20,23,32,0,13.8468,100.5697
มหาวิทยาลัยเกษตรศาสตร์,คณะวิศวกรรมศาสตร์,การบิน,วท.บ. สาขาวิชาการจัดการเทคโนโลยีการบิน (ภาษาไทย พิเศษ) วิทยาเขต บางเขน,0,0,25,8,28,0,13.8468,100.5697
